Title,Hours Viewed,id,vote_average,vote_count,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,poster_path,genres,visualizaciones,budget_millions,budget_category
A Man Called Otto,61300000,937278,7.814,1857,2022-12-28,108961677,126.0,50000000,en,A Man Called Otto,"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",60.746,/130H1gap9lFfiTF9iDrqNIkFvC9.jpg,"Comedy, Drama",486507.9365079365,50.0,Alto
A Million Ways to Die in the West,700000,188161,6.008,3784,2014-05-22,86410000,116.0,40000000,en,A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",41.822,/n9SicwnoNGWBwE75le27sUhCLMm.jpg,"Comedy, Western",6034.482758620689,40.0,Medio
A Monster Calls,800000,258230,7.263,3118,2016-10-07,47309313,108.0,43000000,en,A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,17.74,/eNTalDnE6AcFKghdvws2ckguYWC.jpg,"Drama, Fantasy",7407.407407407408,43.0,Medio
A Most Wanted Man,400000,157849,6.5,1230,2014-07-25,31554855,121.0,15000000,en,A Most Wanted Man,A Chechen Muslim illegally immigrates to Hamburg and becomes a person of interest for a covert government team which tracks the movements of potential terrorists.,12.727,/6B76Z5Ct758RfKFoFg37skVRiMp.jpg,Thriller,3305.785123966942,15.0,Medio
A Nice Girl Like You,100000,718840,5.766,286,2020-07-18,0,94.0,6100000,en,A Nice Girl Like You,"Lucy Neal is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love.",13.144,/qVFfofTQCaoru8oiaOGW0G4YSwQ.jpg,"Comedy, Romance",1063.8297872340424,6.1,Medio
A Perfect Getaway,200000,12403,6.315,1146,2009-06-08,22852638,98.0,14000000,en,A Perfect Getaway,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",16.351,/7Rf1vYvUsZlTG3xlDwsktIrKi7K.jpg,"Thriller, Mystery, Adventure",2040.8163265306123,14.0,Medio
A Quiet Place Part II,36000000,520763,7.511,5691,2021-05-21,297400000,97.0,61000000,en,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",46.269,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,"Science Fiction, Thriller, Horror",371134.0206185567,61.0,Alto
A Rainy Day in New York,100000,475303,6.499,2074,2019-07-26,23800000,92.0,25000000,en,A Rainy Day in New York,"Two young people arrive in New York to spend a weekend, but once they arrive they're met with bad weather and a series of adventures.",1.473,/z4A6mFOLTMZAhCSPRyrtzG0SPbd.jpg,"Comedy, Romance",1086.9565217391305,25.0,Medio
A River Runs Through It,200000,293,7.018,933,1992-10-09,43440294,123.0,12000000,en,A River Runs Through It,"A River Runs Through It is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920s.",14.351,/rL4odYIaO0xcksUQ9qzRFfU6lH2.jpg,"Drama, Family",1626.0162601626016,12.0,Medio
A Simple Favor,1700000,484247,6.629,3876,2018-08-29,97644617,117.0,20000000,en,A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",15.712,/5EJWZQ8dh99hfgXP9zAD5Ak5Hrn.jpg,"Crime, Thriller, Mystery, Comedy",14529.91452991453,20.0,Medio
A Street Cat Named Bob,100000,404378,7.915,1289,2016-11-04,17900000,103.0,8000000,en,A Street Cat Named Bob,"James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",19.039,/nBYG0D2FcbL1m926sIj7RN4m0sb.jpg,"Family, Drama",970.8737864077669,8.0,Medio
A Very Harold & Kumar Christmas,100000,55465,5.992,864,2011-11-04,36192775,89.0,19000000,en,A Very Harold & Kumar Christmas,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",13.72,/cncxLilRHKayn8VKhzjAMHkbN4f.jpg,Comedy,1123.5955056179776,19.0,Medio
A Walk Among the Tombstones,8100000,169917,6.32,2632,2014-09-18,58834384,114.0,28000000,en,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,61.369,/bQTHTZezSudf27mMQtedHf1XpgO.jpg,"Crime, Drama, Mystery, Thriller",71052.63157894737,28.0,Medio
A Walk to Remember,300000,10229,7.74,3787,2002-01-25,47494916,101.0,11800000,en,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",27.659,/8lUYMvWdHA0Q0k5F76RQCeCBUkA.jpg,"Drama, Romance",2970.29702970297,11.8,Medio
A.I. Artificial Intelligence,300000,644,7.041,5719,2001-06-29,235926552,146.0,100000000,en,A.I. Artificial Intelligence,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",26.617,/8MZSGX5JORoO72EfuAEcejH5yHn.jpg,"Drama, Science Fiction, Adventure",2054.794520547945,100.0,Alto
ARQ,800000,410199,6.087,1081,2016-09-16,0,88.0,2000000,en,ARQ,Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.,9.2,/mU4VeXVK18JtCZsy7i0zczlA9p7.jpg,"Science Fiction, Thriller",9090.90909090909,2.0,Bajo
About Time,2400000,122906,7.905,7781,2013-09-04,87100449,123.0,12000000,en,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",35.707,/iR1bVfURbN7r1C46WHFbwCkVve.jpg,"Drama, Romance, Fantasy",19512.19512195122,12.0,Medio
Abyss,11200000,911542,0.0,0,2020-09-17,0,9.0,100,es,Abismo,"Elián is going through a bad time mourning the death of his wife, while his memories and sadness take advantage of him.",0.6,/nbHzMploDK4GP481T7tbwJHxIbL.jpg,Drama,1244444.4444444445,0.0001,Bajo
Abyss,11200000,570017,0.0,0,2018-12-21,0,66.36,780,es,Abismo,"In a village, a man sees his life change after a message on the radio.",0.6,SinPoster,Unknown,168776.37130801688,0.00078,Bajo
Ace Ventura: When Nature Calls,900000,9273,6.3,3781,1995-11-10,212385533,90.0,30000000,en,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",26.697,/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,"Crime, Comedy, Adventure",10000.0,30.0,Medio
Acts of Vengeance,1300000,445954,5.91,512,2017-10-27,320705,87.0,10000000,en,Acts of Vengeance,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",25.178,/r5o6vWPYOQs6bv91gQ8kQs2zQYl.jpg,"Thriller, Action, Drama",14942.528735632184,10.0,Medio
Ad Astra,18700000,419704,6.1,6143,2019-09-17,127461872,123.0,87500000,en,Ad Astra,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",11.084,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,"Science Fiction, Drama",152032.52032520325,87.5,Alto
Ad Astra,18700000,570820,0.0,0,2015-06-12,0,27.0,5700,no,Ad Astra,"A visual journey through Norwegian modernist church architecture. A short documentary film that pays tribute to the Norwegian church and post-war postmodernist architects for its daring reform of the 50-70's innovative church building. Raw concrete and cold clean lines in a functionalist style were in line with society's development, but in stark contrast to what the church had previously represented. The film portrays 25 of these churches from all over the country",0.6,/4KELNRZoaLqfWyFaLH6VVHGkXxj.jpg,Documentary,692592.5925925926,0.0057,Bajo
Addams Family Values,1200000,2758,6.948,2696,1993-11-19,48919043,94.0,47000000,en,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",41.11,/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg,"Comedy, Family, Fantasy",12765.95744680851,47.0,Medio
Adiós,2300000,1083563,0.0,0,2022-12-31,0,66.36,5000,es,Adiós,NoOverview,1.16,/hjPdEhE8tFcxX0bP4P02ZzzZ7n2.jpg,"Action, Drama",34659.43339361061,0.005,Bajo
Admission,100000,144340,5.616,580,2013-03-21,18637201,107.0,13000000,en,Admission,"Straitlaced Princeton University admissions officer, Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago.",12.659,/8MwiU714GL3WoNxreeHjZ01iPpM.jpg,"Comedy, Drama, Romance",934.5794392523364,13.0,Medio
Adore,100000,111190,6.111,902,2013-04-03,1575749,100.0,16000000,en,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",18.537,/hIQqIeG7Ude0QRUFntdLtsAUEBB.jpg,Drama,1000.0,16.0,Medio
Afflicted,1100000,210947,6.463,513,2014-04-04,121179,85.0,318000,en,Afflicted,Two friends' tour of Europe takes a dark turn when one of them contracts a mysterious illness. They race to find out what it is and how to cure it before the sickness consumes him completely.,9.708,/bMkRWgAvwe0XkpL8swG7UA4N4Q8.jpg,"Horror, Thriller",12941.176470588236,0.318,Bajo
After,3500000,537915,7.137,7781,2019-04-11,69497587,106.0,14000000,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",155.287,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,"Romance, Drama",33018.8679245283,14.0,Medio
After,3500000,1060455,0.0,0,2018-10-10,0,66.36,4000,en,After,"When most people have inexplicably disappeared from the Earth, two families must find their way to The After in order to survive. But when they stumble across another survivor, they realize that finding their way there might be more challenging than they first thought.",1.4,SinPoster,Adventure,52742.61603375527,0.004,Bajo
After,3500000,520185,0.0,0,2014-03-17,0,19.0,10000,en,After,"After tells the story of Emily Blair, who, after a car crash, wakes up in an abandoned town, only to discover that the world has been forever altered by catastrophe.",0.844,SinPoster,"Action, Drama",184210.52631578947,0.01,Bajo
After,3500000,650657,0.0,0,2017-12-31,0,75.0,5000,en,After,"An aging man lies bleeding to death in an alley. As onlookers start to gather around, he reflects on the life that he has lived.",2.253,/gg3CLrIrTUS3uurPNDrCCbEAHtD.jpg,Drama,46666.666666666664,0.005,Bajo
After Earth,4300000,82700,5.191,6205,2013-05-30,243843127,100.0,130000000,en,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",24.446,/iXMvYIlzzJBs352CfeiQcBvovZt.jpg,"Science Fiction, Action, Adventure",43000.0,130.0,Alto
After Life,21000000,243754,0.0,0,2008-01-17,249104,85.0,2000000,ru,После жизни,"They play tough, masculine games, when the passion of hunting turns into a thirst for profit, paint into blood, fidelity into betrayal, when betting is friendship, and winning is life. One of the three old institute shareholding partners ""orders"" the fourth - the head of the Bank of Daniel.  But even the hired killer did not know about the explosives in the house. And so, after the explosion in the basement, there are three - the killer, the victim and his daughter. When there is almost no air left, and the search engines have already stopped working, Daniel’s mind starts a dangerous game: which of the worlds is fictional, and which one is the real one, the one in which you save your friends, or the one in which friends kill you ... Daniel solves the problem with three unknown ...",1.349,/6DXHljIPM8JSzZonyNwtyNQFuQk.jpg,Drama,247058.82352941178,2.0,Bajo
After We Fell,2500000,744275,7.097,2311,2021-09-01,21500000,99.0,14000000,en,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",140.224,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,"Romance, Drama",25252.52525252525,14.0,Medio
After the Sunset,100000,10589,6.137,691,2004-11-12,61347797,97.0,60000000,en,After the Sunset,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",16.102,/1mo3OdxeR6pLgAVt4a3cyvUUQri.jpg,"Action, Comedy, Crime, Drama",1030.9278350515465,60.0,Alto
Against the Ropes,36100000,8842,5.1,107,2004-02-20,6432551,106.0,39000000,en,Against the Ropes,"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",8.847,/9CuODYTA3vvrGluaIl0hMPsEIK8.jpg,"Romance, Drama",340566.03773584904,39.0,Medio
Air Buddies,400000,9973,5.841,302,2006-12-12,0,80.0,9000000,en,Air Buddies,"Five puppies are shocked to find out that their parents, Buddy and Molly, have been abducted and face obstacles while trying to rescue them.",13.566,/7eRiBonjI6PxlXIMGkzxtL2pvU6.jpg,"Adventure, Comedy, Family",5000.0,9.0,Medio
Air Force One,1800000,9772,6.46,2676,1997-07-25,315156409,124.0,85000000,en,Air Force One,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",26.357,/juRFEbyx5JlNuYrZM50vcZmtN78.jpg,"Action, Thriller",14516.129032258064,85.0,Alto
